,percentage_err,step
142,0.017230115628500665,7.164321608040201e-06
143,0.09727870410768387,7.214070351758794e-06
144,0.04764923869815025,7.263819095477387e-06
145,0.040281600287745155,7.31356783919598e-06
146,0.09717082051436936,7.3633165829145725e-06
147,0.12174380291352534,7.413065326633166e-06
148,0.0023354355362479465,7.462814070351759e-06
149,0.036384095940235145,7.512562814070352e-06
150,0.13883222301913356,7.562311557788945e-06
151,0.031376547139179346,7.612060301507538e-06
152,0.0450351749467536,7.661809045226131e-06
153,0.06378533136611599,7.711557788944724e-06
154,0.09694057644377801,7.761306532663318e-06
155,0.05086442684676119,7.81105527638191e-06
156,0.07559908676506136,7.860804020100504e-06
157,0.07951851748393107,7.910552763819096e-06
158,0.05604930377168829,7.96030150753769e-06
159,0.05367067975831986,8.010050251256282e-06
160,0.0749939658486128,8.059798994974875e-06
161,0.025958463002453892,8.109547738693469e-06
162,0.05331905519128478,8.159296482412061e-06
163,0.028290104611740644,8.209045226130655e-06
164,0.0068406926568667405,8.258793969849247e-06
165,0.11951087078365127,8.30854271356784e-06
166,0.105833733915758,8.358291457286433e-06
167,0.1531852672649524,8.408040201005026e-06
168,0.10277215313821224,8.45778894472362e-06
169,0.14458832762830442,8.507537688442212e-06
170,0.12058779682580581,8.557286432160804e-06
171,0.08614491423113664,8.607035175879398e-06
172,0.03958326880509495,8.65678391959799e-06
173,0.010854749297587491,8.706532663316584e-06
174,0.15750874507234044,8.756281407035177e-06
175,0.03033728874504097,8.806030150753769e-06
176,0.14668179368885306,8.855778894472363e-06
177,0.007327927680007471,8.905527638190955e-06
178,0.13696511317302054,8.95527638190955e-06
179,0.07025437592326694,9.005025125628142e-06
180,0.1367555214200572,9.054773869346734e-06
181,0.019998947252981965,9.104522613065328e-06
182,0.09428491990878177,9.15427135678392e-06
183,0.009137385005616705,9.204020100502514e-06
184,0.14262845320294304,9.253768844221106e-06
185,0.1509999337929664,9.303517587939699e-06
186,0.054907029787124084,9.353266331658293e-06
187,0.054306905794909516,9.403015075376885e-06
188,0.16033418962436344,9.452763819095479e-06
189,0.01835635275236914,9.502512562814071e-06
190,0.026586885555333915,9.552261306532663e-06
191,0.002981439057750623,9.602010050251257e-06
192,0.14140017974225322,9.65175879396985e-06
193,0.10541877706766321,9.701507537688444e-06
194,0.07023669394603309,9.751256281407036e-06
195,0.06313642020735774,9.801005025125628e-06
196,0.11599438226678613,9.850753768844222e-06
197,0.01889139411752482,9.900502512562815e-06
198,0.1835199952456724,9.950251256281409e-06
199,0.046126806764788066,1e-05
