DL,M,om_lambdas,theta,comoving_lens,exit_rhs,enter_phis,om_ks,raw_rs,om_k
1047.8655439063066,4.776409591704472e-07,0.0,4.84813681109536e-06,1571.7983158594598,1.7328336943570228,0.002562577498931549,0.0,20.521521609026447,0.0
1052.2377477006114,4.776409591704472e-07,0.02020408163265306,4.84813681109536e-06,1578.3566215509172,1.7446630435096993,0.0025564060874985867,0.0,20.694280375965963,0.0
1056.6788732456732,4.776409591704472e-07,0.04040816326530612,4.84813681109536e-06,1585.01830986851,1.7568222397371027,0.0025499927065477314,0.0,20.870513489917087,0.0
1061.1909261863107,4.776409591704472e-07,0.06061224489795918,4.84813681109536e-06,1591.786389279466,1.7693277223171544,0.0025433257693383516,0.0,21.050336425517923,0.0
1065.7759992205606,4.776409591704472e-07,0.08081632653061224,4.84813681109536e-06,1598.663998830841,1.782197126534938,0.0025363929271254096,0.0,21.233870193226206,0.0
1070.4362771873268,4.776409591704472e-07,0.1010204081632653,4.84813681109536e-06,1605.6544157809901,1.7954493993237728,0.0025291809970913407,0.0,21.421241319575905,0.0
1075.174042531168,4.776409591704472e-07,0.12122448979591836,4.84813681109536e-06,1612.7610637967518,1.8091049289840826,0.0025216759021845173,0.0,21.612582963390242,0.0
1079.9916811783362,4.776409591704472e-07,0.14142857142857143,4.84813681109536e-06,1619.9875217675042,1.8231856910562603,0.002513862573298835,0.0,21.80803433254921,0.0
1084.891688861826,4.776409591704472e-07,0.16163265306122448,4.84813681109536e-06,1627.337533292739,1.8377154128090682,0.0025057248765861296,0.0,22.007742160053287,0.0
1089.8766779373207,4.776409591704472e-07,0.18183673469387754,4.84813681109536e-06,1634.815016905981,1.8527197592075169,0.0024972454961145227,0.0,22.211860174677984,0.0
1094.949384736556,4.776409591704472e-07,0.2020408163265306,4.84813681109536e-06,1642.4240771048342,1.8682265438010885,0.0024884058315747352,0.0,22.420550231864937,0.0
1100.1126775098658,4.776409591704472e-07,0.22224489795918367,4.84813681109536e-06,1650.1690162647985,1.8842659685856022,0.0024791858689287355,0.0,22.633982686359314,0.0
1105.369565015593,4.776409591704472e-07,0.24244897959183673,4.84813681109536e-06,1658.0543475233894,1.9008708976939168,0.0024695640398892187,0.0,22.852337094353388,0.0
1110.7232058207699,4.776409591704472e-07,0.2626530612244898,4.84813681109536e-06,1666.084808731155,1.9180771707349122,0.002459517053040742,0.0,23.07580230523511,0.0
1116.1769183850927,4.776409591704472e-07,0.28285714285714286,4.84813681109536e-06,1674.2653775776391,1.9359239627947362,0.0024490197276778405,0.0,23.304578149233883,0.0
1121.7341920088975,4.776409591704472e-07,0.3030612244897959,4.84813681109536e-06,1682.6012880133462,1.9544541995854012,0.0024380447710560336,0.0,23.53887509315122,0.0
1127.3986987357405,4.776409591704472e-07,0.32326530612244897,4.84813681109536e-06,1691.0980481036106,1.9737150380712232,0.0024265625551259202,0.0,23.778915791377145,0.0
1133.1743063114948,4.776409591704472e-07,0.34346938775510205,4.84813681109536e-06,1699.7614594672423,1.9937584252122063,0.0024145408494437182,0.0,24.02493604781375,0.0
1139.0650923148467,4.776409591704472e-07,0.3636734693877551,4.84813681109536e-06,1708.5976384722699,2.0146417503753065,0.0024019445032231364,0.0,24.277185039627096,0.0
1145.0753595889441,4.776409591704472e-07,0.38387755102040816,4.84813681109536e-06,1717.6130393834162,2.036428610663665,0.0023887351062520123,0.0,24.535927383689064,0.0
1151.2096531211057,4.776409591704472e-07,0.4040816326530612,4.84813681109536e-06,1726.8144796816584,2.0591897131555563,0.0023748705679173445,0.0,24.80144343025194,0.0
1157.4727785372656,4.776409591704472e-07,0.42428571428571427,4.84813681109536e-06,1736.2091678058985,2.0830039441426815,0.0023603046506205667,0.0,25.074031083332756,0.0
1163.8698224007333,4.776409591704472e-07,0.44448979591836735,4.84813681109536e-06,1745.8047336010998,2.1079596434084893,0.002344986420255882,0.0,25.354007493597592,0.0
1170.4061745314157,4.776409591704472e-07,0.4646938775510204,4.84813681109536e-06,1755.6092617971235,2.134156131958181,0.002328859584961414,0.0,25.64170964625673,0.0
1177.0875525925915,4.776409591704472e-07,0.48489795918367345,4.84813681109536e-06,1765.6313288888873,2.16170555541427,0.0023118617457222887,0.0,25.937497176004864,0.0
1183.9200292284158,4.776409591704472e-07,0.5051020408163265,4.84813681109536e-06,1775.8800438426238,2.1907351236406054,0.002293923486857559,0.0,26.241753997992344,0.0
1190.9100620776592,4.776409591704472e-07,0.5253061224489796,4.84813681109536e-06,1786.3650931164887,2.2213898519931736,0.002274967287517773,0.0,26.5548897541522,0.0
1198.0645270388527,4.776409591704472e-07,0.5455102040816326,4.84813681109536e-06,1797.096790558279,2.2538359434767266,0.0022549062419842635,0.0,26.877343552614903,0.0
1205.390755220623,4.776409591704472e-07,0.5657142857142857,4.84813681109536e-06,1808.0861328309347,2.2882649979256424,0.0022336424774882626,0.0,27.209585548574147,0.0
1212.8965740803153,4.776409591704472e-07,0.5859183673469388,4.84813681109536e-06,1819.3448611204728,2.3248992999196574,0.0022110652442041867,0.0,27.552120111921482,0.0
1220.5903533363469,4.776409591704472e-07,0.6061224489795918,4.84813681109536e-06,1830.8855300045202,2.363998530348116,0.002187048568240373,0.0,27.90548963117291,0.0
1228.4810563378985,4.776409591704472e-07,0.6263265306122449,4.84813681109536e-06,1842.7215845068479,2.4058683810304395,0.002161448330012426,0.0,28.270278266557547,0.0
1236.5782976930539,4.776409591704472e-07,0.6465306122448979,4.84813681109536e-06,1854.867446539581,2.4508717492687238,0.002134098590106384,0.0,28.64711546504099,0.0
